ID,Resolution,WSI,Class,Image_path
182,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_82.jpg
183,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_31.jpg
184,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_49.jpg
185,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_12.jpg
186,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_14.jpg
187,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_17.jpg
188,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_69.jpg
189,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_63.jpg
190,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_78.jpg
191,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_59.jpg
192,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=37730_y=43875_w=6305_h=4720/patch_102.jpg
193,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_172.jpg
194,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_30.jpg
195,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_118.jpg
196,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_133.jpg
197,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_68.jpg
198,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_94.jpg
199,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_103.jpg
200,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_173.jpg
201,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_76.jpg
202,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_87.jpg
203,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_177.jpg
204,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_21.jpg
205,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_45.jpg
206,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_56.jpg
207,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_85.jpg
208,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_61.jpg
209,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_140.jpg
210,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_166.jpg
211,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_6.jpg
212,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_35.jpg
213,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_36.jpg
214,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_187.jpg
215,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_41.jpg
216,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_105.jpg
217,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_104.jpg
218,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_197.jpg
219,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_100.jpg
220,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_153.jpg
221,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_119.jpg
222,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_144.jpg
223,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_112.jpg
224,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_4.jpg
225,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_155.jpg
226,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_150.jpg
227,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_81.jpg
228,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_195.jpg
229,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_43.jpg
230,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_115.jpg
231,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_83.jpg
232,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_27.jpg
233,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_123.jpg
234,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_39.jpg
235,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_52.jpg
236,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_73.jpg
237,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_122.jpg
238,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_154.jpg
239,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_3.jpg
240,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_176.jpg
241,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_165.jpg
242,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_161.jpg
243,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_143.jpg
244,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_188.jpg
245,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_32.jpg
246,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_196.jpg
247,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_55.jpg
248,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_86.jpg
249,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_106.jpg
250,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_120.jpg
251,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_26.jpg
252,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_194.jpg
253,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_129.jpg
254,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_47.jpg
255,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_8.jpg
256,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_15.jpg
257,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_160.jpg
258,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_171.jpg
259,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_162.jpg
260,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_57.jpg
261,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_175.jpg
262,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_190.jpg
263,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_135.jpg
264,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_58.jpg
265,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_186.jpg
266,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_167.jpg
267,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_109.jpg
268,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_111.jpg
269,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_66.jpg
270,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_183.jpg
271,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_72.jpg
272,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_19.jpg
273,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_18.jpg
274,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_136.jpg
275,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_147.jpg
276,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_0.jpg
277,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_34.jpg
278,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_74.jpg
279,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_28.jpg
280,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_164.jpg
281,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_137.jpg
282,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_48.jpg
283,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_128.jpg
284,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_40.jpg
285,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_182.jpg
286,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_11.jpg
287,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_189.jpg
288,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_65.jpg
289,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_117.jpg
290,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_149.jpg
291,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_20.jpg
292,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_13.jpg
293,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_159.jpg
294,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_130.jpg
295,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_24.jpg
296,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_96.jpg
297,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_121.jpg
298,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_1.jpg
299,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_46.jpg
300,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_141.jpg
301,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_142.jpg
302,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_2.jpg
303,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_79.jpg
304,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_114.jpg
305,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_151.jpg
306,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_178.jpg
307,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_148.jpg
308,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_71.jpg
309,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_33.jpg
310,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_80.jpg
311,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_185.jpg
312,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_50.jpg
313,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_88.jpg
314,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_54.jpg
315,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_75.jpg
316,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_16.jpg
317,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_179.jpg
318,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_60.jpg
319,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_91.jpg
320,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_93.jpg
321,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_92.jpg
322,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_98.jpg
323,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_146.jpg
324,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_131.jpg
325,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_29.jpg
326,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_53.jpg
327,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_163.jpg
328,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_97.jpg
329,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_9.jpg
330,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_51.jpg
331,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_108.jpg
332,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_70.jpg
333,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_181.jpg
334,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_156.jpg
335,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_38.jpg
336,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_95.jpg
337,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_7.jpg
338,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_25.jpg
339,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_193.jpg
340,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_107.jpg
341,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_23.jpg
342,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_157.jpg
343,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_101.jpg
344,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_77.jpg
345,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_125.jpg
346,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_37.jpg
347,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_184.jpg
348,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_127.jpg
349,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_64.jpg
350,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_116.jpg
351,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_169.jpg
352,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_22.jpg
353,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_44.jpg
354,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_134.jpg
355,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_138.jpg
356,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_10.jpg
357,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_67.jpg
358,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_89.jpg
359,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_90.jpg
360,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_113.jpg
361,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_152.jpg
362,10x,!1_S024_1,ryzh,source_data_patch_use/ryzh/ryzh-10X/!1_S024_1/x=75102_y=39355_w=9539_h=6033/patch_84.jpg
